Simulation 01/10/1999 18:25:55 - 30/09/2010 02:25:55,,,,,,,,,,,,,,,,,,,,,,,
,basin01_01 - SWE (m),basin01_02 - SWE (m),basin02_02 - SWE (m),basin01_03 - SWE (m),basin01_04 - SWE (m),basin01_05 - SWE (m),basin01_06 - SWE (m),basin01_07 - SWE (m),basin01_08 - SWE (m),basin04_02 - SWE (m),basin02_04 - SWE (m),basin02_05 - SWE (m),basin02_06 - SWE (m),basin02_03 - SWE (m),basin03_03 - SWE (m),basin04_03 - SWE (m),basin03_04 - SWE (m),basin03_05 - SWE (m),basin03_06 - SWE (m),basin03_07 - SWE (m),basin04_04 - SWE (m),basin04_05 - SWE (m),basin04_06 - SWE (m)
2005-03-28,0.25,0.25,0.25,0.31,0.32,0.34,0.36,0.37,0.39,0.25,0.36,0.38,0.42,0.32,0.30,0.34,0.30,0.31,0.39,0.45,0.36,0.32,0.45
2005-03-29,0.25,0.25,0.25,0.31,0.32,0.34,0.36,0.37,0.39,0.25,0.36,0.38,0.42,0.32,0.30,0.34,0.30,0.31,0.39,0.45,0.36,0.32,0.45
2005-03-30,0.25,0.25,0.25,0.31,0.32,0.34,0.36,0.38,0.39,0.25,0.36,0.38,0.42,0.32,0.30,0.34,0.30,0.31,0.39,0.45,0.36,0.32,0.45
2005-03-31,0.25,0.25,0.25,0.31,0.32,0.34,0.36,0.38,0.39,0.25,0.36,0.38,0.42,0.32,0.30,0.34,0.30,0.31,0.39,0.45,0.36,0.32,0.45
2005-04-01,0.25,0.25,0.25,0.30,0.32,0.34,0.36,0.38,0.39,0.25,0.36,0.38,0.42,0.32,0.30,0.34,0.30,0.31,0.39,0.45,0.36,0.32,0.45
2005-04-02,0.25,0.25,0.25,0.29,0.32,0.34,0.36,0.38,0.39,0.25,0.36,0.38,0.42,0.32,0.30,0.34,0.30,0.31,0.39,0.45,0.36,0.32,0.45
2005-04-03,0.25,0.25,0.25,0.29,0.32,0.34,0.36,0.38,0.40,0.25,0.36,0.38,0.43,0.32,0.30,0.34,0.30,0.31,0.39,0.45,0.36,0.32,0.45
2005-04-04,0.25,0.25,0.25,0.29,0.32,0.34,0.36,0.38,0.40,0.25,0.36,0.39,0.43,0.32,0.30,0.35,0.30,0.31,0.39,0.45,0.36,0.33,0.46
2005-04-05,0.25,0.25,0.25,0.29,0.32,0.34,0.36,0.38,0.40,0.25,0.36,0.39,0.43,0.32,0.30,0.35,0.30,0.31,0.40,0.46,0.37,0.33,0.46
2005-04-06,0.25,0.25,0.25,0.29,0.32,0.35,0.37,0.38,0.40,0.25,0.37,0.39,0.43,0.32,0.30,0.35,0.30,0.31,0.40,0.46,0.37,0.33,0.46
2005-04-07,0.25,0.25,0.26,0.29,0.32,0.35,0.37,0.38,0.40,0.25,0.37,0.39,0.44,0.32,0.30,0.35,0.30,0.31,0.40,0.46,0.37,0.33,0.47
2005-04-08,0.25,0.25,0.26,0.29,0.33,0.35,0.37,0.38,0.40,0.25,0.37,0.39,0.44,0.32,0.30,0.35,0.30,0.31,0.40,0.46,0.37,0.33,0.47
2005-04-09,0.25,0.25,0.26,0.29,0.33,0.35,0.37,0.38,0.40,0.25,0.37,0.39,0.44,0.32,0.30,0.35,0.30,0.31,0.40,0.46,0.37,0.33,0.47
2005-04-10,0.25,0.25,0.25,0.29,0.33,0.35,0.37,0.38,0.40,0.25,0.37,0.39,0.44,0.32,0.30,0.35,0.30,0.31,0.40,0.46,0.37,0.33,0.47
2005-04-11,0.25,0.25,0.25,0.30,0.33,0.35,0.37,0.39,0.41,0.25,0.37,0.40,0.44,0.33,0.30,0.35,0.31,0.31,0.40,0.46,0.37,0.33,0.47
2005-04-12,0.25,0.26,0.26,0.30,0.34,0.36,0.38,0.40,0.42,0.26,0.38,0.41,0.46,0.34,0.31,0.36,0.31,0.32,0.41,0.48,0.38,0.34,0.49
2005-04-13,0.25,0.26,0.26,0.30,0.34,0.36,0.39,0.40,0.43,0.26,0.38,0.41,0.46,0.34,0.31,0.37,0.31,0.32,0.42,0.48,0.38,0.34,0.49
2005-04-14,0.25,0.26,0.26,0.30,0.34,0.36,0.39,0.40,0.43,0.26,0.38,0.41,0.46,0.34,0.31,0.37,0.31,0.32,0.42,0.48,0.38,0.34,0.49
2005-04-15,0.25,0.26,0.26,0.30,0.34,0.36,0.39,0.40,0.43,0.26,0.38,0.41,0.46,0.34,0.31,0.37,0.31,0.32,0.42,0.48,0.38,0.34,0.49
2005-04-16,0.25,0.26,0.26,0.30,0.34,0.36,0.39,0.40,0.43,0.26,0.38,0.41,0.46,0.34,0.31,0.37,0.31,0.32,0.42,0.48,0.38,0.34,0.49
2005-04-17,0.25,0.26,0.26,0.30,0.34,0.36,0.39,0.40,0.43,0.26,0.38,0.41,0.46,0.34,0.31,0.37,0.31,0.32,0.42,0.48,0.38,0.34,0.49
2005-04-18,0.25,0.26,0.26,0.30,0.34,0.36,0.39,0.40,0.43,0.26,0.38,0.41,0.46,0.34,0.31,0.37,0.31,0.32,0.42,0.48,0.38,0.34,0.49
2005-04-19,0.25,0.26,0.26,0.30,0.34,0.36,0.39,0.41,0.43,0.26,0.38,0.41,0.46,0.34,0.31,0.37,0.31,0.32,0.42,0.48,0.38,0.34,0.49
2005-04-20,0.25,0.26,0.26,0.31,0.34,0.36,0.39,0.41,0.43,0.26,0.39,0.42,0.47,0.34,0.31,0.37,0.31,0.32,0.42,0.48,0.38,0.34,0.49
2005-04-21,0.25,0.26,0.27,0.31,0.34,0.37,0.39,0.41,0.43,0.26,0.39,0.42,0.47,0.34,0.31,0.37,0.31,0.32,0.42,0.48,0.39,0.34,0.50
2005-04-22,0.25,0.26,0.27,0.31,0.34,0.37,0.39,0.41,0.43,0.26,0.39,0.42,0.47,0.34,0.31,0.37,0.31,0.32,0.42,0.49,0.39,0.34,0.50
2005-04-23,0.25,0.26,0.27,0.31,0.34,0.37,0.39,0.41,0.44,0.26,0.39,0.42,0.47,0.35,0.31,0.37,0.31,0.32,0.42,0.49,0.39,0.34,0.50
2005-04-24,0.25,0.26,0.27,0.31,0.34,0.37,0.39,0.41,0.44,0.26,0.39,0.42,0.47,0.35,0.31,0.37,0.31,0.32,0.42,0.49,0.39,0.34,0.50
2005-04-25,0.25,0.25,0.27,0.31,0.34,0.37,0.39,0.41,0.44,0.26,0.39,0.42,0.47,0.35,0.31,0.37,0.31,0.32,0.42,0.49,0.39,0.34,0.50
2005-04-26,0.25,0.25,0.25,0.31,0.34,0.37,0.39,0.41,0.44,0.25,0.39,0.42,0.48,0.35,0.31,0.37,0.31,0.32,0.42,0.49,0.39,0.34,0.50
2005-04-27,0.25,0.25,0.25,0.31,0.34,0.37,0.40,0.42,0.44,0.25,0.39,0.43,0.48,0.35,0.31,0.37,0.31,0.32,0.42,0.49,0.39,0.35,0.51
2005-04-28,0.25,0.25,0.26,0.31,0.35,0.38,0.40,0.42,0.45,0.25,0.40,0.43,0.49,0.35,0.31,0.38,0.32,0.32,0.43,0.50,0.40,0.35,0.51
2005-04-29,0.25,0.25,0.26,0.31,0.35,0.38,0.40,0.42,0.45,0.25,0.40,0.43,0.49,0.35,0.31,0.38,0.32,0.32,0.43,0.50,0.40,0.35,0.52
2005-04-30,0.25,0.25,0.26,0.31,0.35,0.38,0.40,0.42,0.45,0.25,0.40,0.43,0.49,0.35,0.31,0.38,0.32,0.32,0.43,0.50,0.40,0.35,0.52
2005-05-01,0.25,0.25,0.26,0.31,0.35,0.38,0.40,0.42,0.45,0.25,0.40,0.43,0.49,0.35,0.31,0.38,0.32,0.32,0.43,0.50,0.40,0.35,0.52
2005-05-02,0.25,0.25,0.25,0.31,0.35,0.38,0.40,0.42,0.45,0.25,0.40,0.43,0.49,0.35,0.31,0.38,0.32,0.32,0.43,0.50,0.40,0.35,0.52
2005-05-03,0.25,0.25,0.25,0.31,0.35,0.38,0.40,0.42,0.45,0.25,0.40,0.43,0.49,0.35,0.31,0.38,0.32,0.32,0.43,0.50,0.40,0.35,0.52
2005-05-04,0.25,0.25,0.26,0.33,0.37,0.40,0.43,0.45,0.48,0.25,0.41,0.45,0.51,0.36,0.32,0.37,0.32,0.33,0.44,0.51,0.41,0.36,0.53
2005-05-05,0.25,0.27,0.27,0.38,0.42,0.46,0.50,0.53,0.56,0.26,0.45,0.50,0.57,0.39,0.33,0.39,0.33,0.34,0.47,0.55,0.44,0.37,0.58
2005-05-06,0.25,0.28,0.28,0.41,0.46,0.50,0.54,0.58,0.61,0.25,0.48,0.53,0.60,0.41,0.34,0.41,0.34,0.35,0.50,0.58,0.46,0.39,0.61
2005-05-07,0.25,0.25,0.29,0.42,0.47,0.52,0.56,0.59,0.63,0.25,0.49,0.54,0.62,0.42,0.34,0.42,0.34,0.35,0.51,0.59,0.47,0.39,0.63
2005-05-08,0.25,0.25,0.25,0.42,0.48,0.52,0.57,0.60,0.63,0.25,0.49,0.55,0.63,0.43,0.34,0.43,0.35,0.36,0.51,0.60,0.47,0.40,0.63
2005-05-09,0.25,0.26,0.26,0.43,0.49,0.53,0.58,0.61,0.65,0.25,0.50,0.55,0.64,0.43,0.34,0.43,0.35,0.36,0.51,0.60,0.48,0.40,0.64
2005-05-10,0.25,0.25,0.26,0.44,0.50,0.55,0.59,0.62,0.66,0.25,0.51,0.56,0.64,0.44,0.34,0.44,0.35,0.36,0.52,0.60,0.48,0.40,0.64
2005-05-11,0.25,0.25,0.25,0.44,0.50,0.55,0.59,0.63,0.66,0.25,0.51,0.56,0.65,0.44,0.34,0.44,0.35,0.36,0.52,0.61,0.48,0.40,0.65
2005-05-12,0.25,0.25,0.25,0.42,0.50,0.55,0.59,0.63,0.66,0.25,0.51,0.56,0.65,0.43,0.34,0.44,0.35,0.36,0.52,0.61,0.48,0.40,0.65
2005-05-13,0.25,0.25,0.25,0.42,0.50,0.55,0.60,0.63,0.67,0.25,0.51,0.56,0.65,0.43,0.35,0.44,0.35,0.36,0.52,0.61,0.48,0.40,0.65
2005-05-14,0.25,0.25,0.25,0.42,0.51,0.56,0.60,0.64,0.67,0.25,0.51,0.57,0.66,0.44,0.35,0.44,0.35,0.36,0.53,0.61,0.49,0.41,0.66
2005-05-15,0.25,0.25,0.25,0.42,0.51,0.56,0.61,0.64,0.68,0.25,0.51,0.57,0.66,0.44,0.35,0.44,0.35,0.36,0.53,0.62,0.49,0.41,0.66
2005-05-16,0.25,0.25,0.25,0.41,0.51,0.56,0.61,0.64,0.68,0.25,0.52,0.57,0.66,0.44,0.35,0.44,0.35,0.36,0.53,0.62,0.49,0.41,0.66
2005-05-17,0.25,0.25,0.25,0.36,0.51,0.56,0.61,0.64,0.68,0.25,0.52,0.57,0.66,0.39,0.35,0.43,0.35,0.36,0.53,0.62,0.49,0.41,0.66
2005-05-18,0.25,0.25,0.25,0.25,0.51,0.56,0.61,0.64,0.68,0.25,0.52,0.57,0.66,0.25,0.35,0.37,0.35,0.36,0.53,0.62,0.49,0.41,0.66
2005-05-19,0.25,0.25,0.25,0.25,0.52,0.57,0.62,0.65,0.69,0.25,0.52,0.58,0.67,0.25,0.35,0.25,0.35,0.36,0.53,0.62,0.49,0.41,0.67
2005-05-20,0.25,0.25,0.25,0.26,0.54,0.59,0.64,0.68,0.71,0.25,0.53,0.59,0.69,0.26,0.35,0.25,0.36,0.37,0.54,0.63,0.50,0.41,0.68
2005-05-21,0.25,0.25,0.26,0.26,0.55,0.60,0.65,0.69,0.73,0.25,0.54,0.60,0.70,0.26,0.35,0.26,0.36,0.37,0.54,0.63,0.50,0.42,0.69
2005-05-22,0.25,0.25,0.25,0.27,0.55,0.60,0.66,0.69,0.73,0.25,0.54,0.60,0.70,0.27,0.36,0.26,0.36,0.37,0.54,0.64,0.51,0.42,0.69
2005-05-23,0.25,0.25,0.25,0.25,0.55,0.61,0.66,0.69,0.73,0.25,0.54,0.60,0.70,0.26,0.36,0.26,0.36,0.37,0.54,0.64,0.51,0.42,0.69
2005-05-24,0.25,0.25,0.25,0.25,0.55,0.61,0.66,0.69,0.73,0.25,0.54,0.60,0.70,0.25,0.25,0.25,0.36,0.37,0.54,0.64,0.51,0.42,0.69
2005-05-25,0.25,0.25,0.25,0.25,0.55,0.61,0.66,0.69,0.73,0.25,0.54,0.60,0.70,0.25,0.25,0.25,0.36,0.37,0.54,0.64,0.51,0.42,0.69
2005-05-26,0.25,0.25,0.25,0.25,0.56,0.61,0.66,0.70,0.74,0.25,0.54,0.61,0.71,0.25,0.25,0.25,0.36,0.37,0.55,0.64,0.51,0.42,0.70
2005-05-27,0.25,0.26,0.25,0.27,0.57,0.63,0.68,0.73,0.77,0.25,0.56,0.62,0.73,0.26,0.25,0.26,0.36,0.38,0.56,0.65,0.52,0.43,0.71
2005-05-28,0.25,0.25,0.26,0.25,0.59,0.65,0.70,0.74,0.79,0.25,0.57,0.64,0.75,0.28,0.26,0.28,0.37,0.38,0.57,0.67,0.53,0.43,0.73
2005-05-29,0.25,0.25,0.25,0.25,0.59,0.65,0.70,0.75,0.79,0.25,0.57,0.64,0.75,0.28,0.26,0.28,0.37,0.38,0.57,0.67,0.53,0.44,0.73
2005-05-30,0.25,0.25,0.25,0.25,0.59,0.65,0.70,0.75,0.79,0.25,0.57,0.64,0.75,0.28,0.26,0.28,0.37,0.38,0.57,0.67,0.53,0.44,0.73
2005-05-31,0.25,0.25,0.25,0.25,0.59,0.65,0.70,0.75,0.79,0.25,0.57,0.64,0.75,0.28,0.26,0.28,0.37,0.38,0.57,0.67,0.53,0.44,0.73
2005-06-01,0.25,0.25,0.25,0.25,0.59,0.65,0.70,0.75,0.79,0.25,0.57,0.64,0.75,0.28,0.26,0.28,0.37,0.38,0.57,0.67,0.53,0.44,0.73
2005-06-02,0.25,0.25,0.25,0.25,0.59,0.65,0.70,0.75,0.79,0.25,0.57,0.64,0.75,0.28,0.26,0.28,0.37,0.38,0.57,0.67,0.53,0.44,0.73
2005-06-03,0.25,0.25,0.25,0.25,0.59,0.65,0.70,0.75,0.79,0.25,0.57,0.64,0.75,0.25,0.25,0.27,0.37,0.38,0.57,0.67,0.53,0.44,0.73
2005-06-04,0.25,0.25,0.25,0.25,0.59,0.65,0.70,0.75,0.79,0.25,0.57,0.64,0.75,0.25,0.25,0.25,0.37,0.38,0.57,0.67,0.53,0.44,0.73
2005-06-05,0.25,0.25,0.25,0.25,0.57,0.65,0.70,0.75,0.79,0.25,0.57,0.64,0.75,0.25,0.25,0.25,0.37,0.38,0.57,0.67,0.53,0.44,0.73
2005-06-06,0.25,0.25,0.25,0.25,0.57,0.65,0.70,0.75,0.79,0.25,0.57,0.64,0.75,0.25,0.25,0.25,0.37,0.38,0.57,0.67,0.53,0.44,0.73
2005-06-07,0.25,0.25,0.25,0.25,0.57,0.65,0.70,0.75,0.79,0.25,0.57,0.64,0.75,0.25,0.25,0.25,0.37,0.38,0.57,0.67,0.53,0.44,0.73
2005-06-08,0.25,0.25,0.25,0.25,0.57,0.65,0.70,0.75,0.79,0.25,0.57,0.64,0.75,0.25,0.25,0.25,0.37,0.38,0.57,0.67,0.53,0.44,0.73
2005-06-09,0.25,0.25,0.25,0.25,0.57,0.65,0.70,0.75,0.79,0.25,0.57,0.64,0.75,0.25,0.25,0.25,0.37,0.38,0.57,0.67,0.53,0.44,0.73
2005-06-10,0.25,0.25,0.25,0.25,0.57,0.65,0.70,0.75,0.79,0.25,0.57,0.64,0.75,0.25,0.25,0.25,0.37,0.38,0.57,0.67,0.53,0.44,0.73
2005-06-11,0.25,0.25,0.25,0.25,0.51,0.65,0.70,0.75,0.79,0.25,0.52,0.64,0.75,0.25,0.25,0.25,0.37,0.38,0.57,0.67,0.50,0.44,0.73
2005-06-12,0.25,0.25,0.25,0.25,0.46,0.65,0.70,0.75,0.79,0.25,0.45,0.64,0.75,0.25,0.25,0.25,0.25,0.38,0.57,0.67,0.44,0.44,0.73
2005-06-13,0.25,0.25,0.25,0.25,0.26,0.65,0.70,0.75,0.79,0.25,0.25,0.64,0.75,0.25,0.25,0.25,0.25,0.38,0.57,0.67,0.41,0.44,0.73
2005-06-14,0.25,0.25,0.25,0.25,0.25,0.65,0.70,0.75,0.79,0.25,0.25,0.64,0.75,0.25,0.25,0.25,0.25,0.38,0.57,0.67,0.41,0.44,0.73
2005-06-15,0.25,0.25,0.25,0.25,0.25,0.65,0.70,0.75,0.79,0.25,0.25,0.64,0.75,0.25,0.25,0.25,0.25,0.38,0.57,0.67,0.41,0.44,0.73
2005-06-16,0.25,0.25,0.25,0.25,0.25,0.65,0.70,0.75,0.79,0.25,0.25,0.64,0.75,0.25,0.25,0.25,0.25,0.38,0.57,0.67,0.41,0.44,0.73
2005-06-17,0.25,0.25,0.25,0.25,0.25,0.65,0.70,0.75,0.79,0.25,0.25,0.64,0.75,0.25,0.25,0.25,0.25,0.38,0.57,0.67,0.41,0.44,0.73
2005-06-18,0.25,0.25,0.25,0.25,0.25,0.65,0.70,0.75,0.79,0.25,0.25,0.64,0.75,0.25,0.25,0.25,0.25,0.38,0.57,0.67,0.41,0.44,0.73
2005-06-19,0.25,0.25,0.25,0.25,0.25,0.65,0.70,0.75,0.79,0.25,0.25,0.64,0.75,0.25,0.25,0.25,0.25,0.38,0.57,0.67,0.41,0.44,0.73
2005-06-20,0.25,0.25,0.25,0.25,0.25,0.65,0.70,0.75,0.79,0.25,0.25,0.64,0.75,0.25,0.25,0.25,0.25,0.38,0.57,0.67,0.41,0.44,0.73
2005-06-21,0.25,0.25,0.25,0.25,0.25,0.65,0.70,0.75,0.79,0.25,0.25,0.64,0.75,0.25,0.25,0.25,0.25,0.38,0.57,0.67,0.41,0.44,0.73
2005-06-22,0.25,0.25,0.25,0.25,0.25,0.65,0.70,0.75,0.79,0.25,0.25,0.64,0.75,0.25,0.25,0.25,0.25,0.38,0.57,0.67,0.41,0.44,0.73
2005-06-23,0.25,0.25,0.25,0.25,0.25,0.65,0.70,0.75,0.79,0.25,0.25,0.64,0.75,0.25,0.25,0.25,0.25,0.38,0.57,0.67,0.41,0.44,0.73
2005-06-24,0.25,0.25,0.25,0.25,0.25,0.65,0.70,0.75,0.79,0.25,0.25,0.64,0.75,0.25,0.25,0.25,0.25,0.38,0.57,0.67,0.41,0.44,0.73
2005-06-25,0.25,0.25,0.25,0.25,0.25,0.65,0.70,0.75,0.79,0.25,0.25,0.64,0.75,0.25,0.25,0.25,0.25,0.38,0.57,0.67,0.41,0.44,0.73
2005-06-26,0.25,0.25,0.25,0.25,0.25,0.65,0.70,0.75,0.79,0.25,0.25,0.64,0.75,0.25,0.25,0.25,0.25,0.38,0.57,0.67,0.41,0.44,0.73
2005-06-27,0.25,0.25,0.25,0.25,0.25,0.65,0.70,0.75,0.79,0.25,0.25,0.64,0.75,0.25,0.25,0.25,0.25,0.38,0.57,0.67,0.41,0.44,0.73
2005-06-28,0.25,0.25,0.25,0.25,0.25,0.65,0.70,0.75,0.79,0.25,0.25,0.64,0.75,0.25,0.25,0.25,0.25,0.38,0.57,0.67,0.41,0.44,0.73
2005-06-29,0.25,0.25,0.25,0.25,0.25,0.65,0.70,0.75,0.79,0.25,0.25,0.64,0.75,0.25,0.25,0.25,0.25,0.38,0.57,0.67,0.41,0.44,0.73
2005-06-30,0.25,0.25,0.25,0.25,0.25,0.65,0.70,0.75,0.79,0.25,0.25,0.64,0.75,0.25,0.25,0.25,0.25,0.38,0.57,0.67,0.41,0.44,0.73
2005-07-01,0.25,0.25,0.25,0.25,0.25,0.65,0.70,0.75,0.79,0.25,0.25,0.64,0.75,0.25,0.25,0.25,0.25,0.38,0.57,0.67,0.41,0.44,0.73
2005-07-02,0.25,0.25,0.25,0.25,0.25,0.65,0.70,0.75,0.79,0.25,0.25,0.64,0.75,0.25,0.25,0.25,0.25,0.38,0.57,0.67,0.41,0.44,0.73
2005-07-03,0.25,0.25,0.25,0.25,0.25,0.65,0.70,0.75,0.79,0.25,0.25,0.64,0.75,0.25,0.25,0.25,0.25,0.38,0.57,0.67,0.41,0.44,0.73
2005-07-04,0.25,0.25,0.25,0.25,0.25,0.63,0.70,0.75,0.79,0.25,0.25,0.64,0.75,0.25,0.25,0.25,0.25,0.38,0.57,0.67,0.40,0.44,0.73
2005-07-05,0.25,0.25,0.25,0.25,0.25,0.60,0.70,0.75,0.79,0.25,0.25,0.64,0.75,0.25,0.25,0.25,0.25,0.38,0.57,0.67,0.39,0.44,0.73
2005-07-06,0.25,0.25,0.25,0.25,0.25,0.58,0.70,0.75,0.79,0.25,0.25,0.64,0.75,0.25,0.25,0.25,0.25,0.38,0.57,0.67,0.25,0.44,0.73
2005-07-07,0.25,0.25,0.25,0.25,0.25,0.56,0.71,0.75,0.79,0.25,0.25,0.64,0.75,0.25,0.25,0.25,0.25,0.38,0.57,0.67,0.25,0.44,0.74
2005-07-08,0.25,0.25,0.25,0.25,0.25,0.52,0.71,0.76,0.80,0.25,0.25,0.64,0.75,0.25,0.25,0.25,0.25,0.38,0.58,0.68,0.25,0.44,0.74
2005-07-09,0.25,0.25,0.25,0.25,0.25,0.46,0.72,0.76,0.80,0.25,0.25,0.65,0.76,0.25,0.25,0.25,0.25,0.38,0.58,0.68,0.25,0.44,0.74
2005-07-10,0.25,0.25,0.25,0.25,0.25,0.25,0.72,0.76,0.81,0.25,0.25,0.65,0.76,0.25,0.25,0.25,0.25,0.38,0.58,0.68,0.25,0.44,0.74
2005-07-11,0.25,0.25,0.25,0.25,0.25,0.25,0.71,0.76,0.81,0.25,0.25,0.65,0.76,0.25,0.25,0.25,0.25,0.38,0.58,0.68,0.25,0.44,0.74
2005-07-12,0.25,0.25,0.25,0.25,0.25,0.25,0.65,0.76,0.81,0.25,0.25,0.65,0.76,0.25,0.25,0.25,0.25,0.25,0.58,0.68,0.25,0.44,0.74
2005-07-13,0.25,0.25,0.25,0.25,0.25,0.25,0.57,0.76,0.81,0.25,0.25,0.63,0.76,0.25,0.25,0.25,0.25,0.25,0.58,0.68,0.25,0.44,0.74
2005-07-14,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.69,0.81,0.25,0.25,0.59,0.76,0.25,0.25,0.25,0.25,0.25,0.56,0.68,0.25,0.44,0.74
2005-07-15,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.63,0.81,0.25,0.25,0.52,0.76,0.25,0.25,0.25,0.25,0.25,0.54,0.68,0.25,0.44,0.74
2005-07-16,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.63,0.81,0.25,0.25,0.48,0.76,0.25,0.25,0.25,0.25,0.25,0.54,0.68,0.25,0.44,0.74
2005-07-17,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.63,0.81,0.25,0.25,0.25,0.76,0.25,0.25,0.25,0.25,0.25,0.54,0.68,0.25,0.44,0.74
2005-07-18,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.63,0.81,0.25,0.25,0.25,0.76,0.25,0.25,0.25,0.25,0.25,0.54,0.68,0.25,0.44,0.74
2005-07-19,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.64,0.82,0.25,0.25,0.25,0.76,0.25,0.25,0.25,0.25,0.25,0.54,0.68,0.25,0.44,0.75
2005-07-20,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.64,0.82,0.25,0.25,0.25,0.76,0.25,0.25,0.25,0.25,0.25,0.53,0.69,0.25,0.44,0.75
2005-07-21,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.65,0.83,0.25,0.25,0.25,0.76,0.25,0.25,0.25,0.25,0.25,0.54,0.69,0.25,0.25,0.75
2005-07-22,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.65,0.83,0.25,0.25,0.25,0.77,0.25,0.25,0.25,0.25,0.25,0.54,0.69,0.25,0.25,0.75
2005-07-23,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.66,0.84,0.25,0.25,0.25,0.77,0.25,0.25,0.25,0.25,0.25,0.54,0.70,0.25,0.25,0.76
2005-07-24,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.65,0.84,0.25,0.25,0.25,0.77,0.25,0.25,0.25,0.25,0.25,0.53,0.70,0.25,0.26,0.76
2005-07-25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.62,0.84,0.25,0.25,0.25,0.75,0.25,0.25,0.25,0.25,0.25,0.49,0.70,0.25,0.25,0.76
2005-07-26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.57,0.84,0.25,0.25,0.25,0.68,0.25,0.25,0.25,0.25,0.25,0.25,0.70,0.25,0.25,0.71
2005-07-27,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.83,0.25,0.25,0.25,0.63,0.25,0.25,0.25,0.25,0.25,0.25,0.67,0.25,0.25,0.69
2005-07-28,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.74,0.25,0.25,0.25,0.59,0.25,0.25,0.25,0.25,0.25,0.25,0.60,0.25,0.25,0.68
2005-07-29,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.60,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.48,0.25,0.25,0.61
2005-07-30,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.53
2005-07-31,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2005-08-01,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2005-08-02,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.25,0.25,0.25
2005-08-03,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.25,0.25,0.26
2005-08-04,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.27,0.27,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.27,0.25,0.26,0.27
2005-08-05,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.28,0.25,0.25,0.26,0.27,0.25,0.25,0.25,0.25,0.25,0.25,0.28,0.25,0.26,0.28
2005-08-06,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.28,0.25,0.25,0.25,0.27,0.25,0.25,0.25,0.25,0.25,0.25,0.28,0.25,0.26,0.28
2005-08-07,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.28,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.28,0.25,0.25,0.28
2005-08-08,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.28,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.28,0.25,0.25,0.28
2005-08-09,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.29,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.29,0.25,0.25,0.29
2005-08-10,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.29,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.29,0.25,0.25,0.29
2005-08-11,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.27,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.29,0.25,0.25,0.29
