Simulation 01/10/1999 18:25:55 - 30/09/2010 02:25:55,,,,,,,,,,,,,,,,,,,,,,,
,basin01_01 - SWE (m),basin01_02 - SWE (m),basin02_02 - SWE (m),basin01_03 - SWE (m),basin01_04 - SWE (m),basin01_05 - SWE (m),basin01_06 - SWE (m),basin01_07 - SWE (m),basin01_08 - SWE (m),basin04_02 - SWE (m),basin02_04 - SWE (m),basin02_05 - SWE (m),basin02_06 - SWE (m),basin02_03 - SWE (m),basin03_03 - SWE (m),basin04_03 - SWE (m),basin03_04 - SWE (m),basin03_05 - SWE (m),basin03_06 - SWE (m),basin03_07 - SWE (m),basin04_04 - SWE (m),basin04_05 - SWE (m),basin04_06 - SWE (m)
2002-01-04,0.25,0.28,0.30,0.30,0.33,0.35,0.36,0.37,0.39,0.27,0.34,0.36,0.40,0.32,0.28,0.33,0.28,0.29,0.34,0.38,0.33,0.31,0.40
2002-01-05,0.25,0.28,0.30,0.30,0.33,0.35,0.36,0.37,0.39,0.27,0.34,0.36,0.40,0.32,0.28,0.33,0.28,0.29,0.34,0.38,0.33,0.31,0.40
2002-01-06,0.25,0.28,0.30,0.30,0.33,0.35,0.36,0.37,0.39,0.27,0.34,0.36,0.40,0.32,0.28,0.33,0.28,0.29,0.34,0.38,0.33,0.31,0.40
2002-01-07,0.25,0.28,0.30,0.30,0.33,0.35,0.36,0.37,0.39,0.27,0.34,0.36,0.40,0.32,0.28,0.33,0.28,0.29,0.34,0.38,0.33,0.31,0.40
2002-01-08,0.25,0.28,0.30,0.30,0.33,0.35,0.36,0.37,0.39,0.27,0.34,0.37,0.40,0.32,0.28,0.33,0.28,0.29,0.34,0.38,0.33,0.31,0.40
2002-01-09,0.25,0.28,0.30,0.30,0.33,0.35,0.36,0.37,0.39,0.27,0.34,0.37,0.40,0.32,0.28,0.33,0.28,0.29,0.34,0.38,0.33,0.31,0.40
2002-01-10,0.25,0.28,0.30,0.30,0.33,0.35,0.36,0.37,0.39,0.27,0.34,0.37,0.40,0.32,0.28,0.33,0.28,0.29,0.34,0.38,0.33,0.31,0.40
2002-01-11,0.25,0.28,0.30,0.30,0.33,0.35,0.36,0.37,0.39,0.27,0.34,0.37,0.40,0.32,0.28,0.33,0.28,0.29,0.34,0.38,0.33,0.31,0.40
2002-01-12,0.25,0.28,0.30,0.30,0.33,0.35,0.36,0.37,0.39,0.27,0.34,0.37,0.40,0.32,0.28,0.33,0.28,0.29,0.34,0.38,0.33,0.31,0.40
2002-01-13,0.25,0.28,0.30,0.30,0.33,0.35,0.36,0.37,0.39,0.27,0.34,0.37,0.40,0.32,0.28,0.33,0.28,0.29,0.34,0.38,0.33,0.31,0.41
2002-01-14,0.25,0.28,0.30,0.30,0.33,0.35,0.36,0.37,0.39,0.27,0.34,0.37,0.40,0.32,0.28,0.33,0.28,0.29,0.34,0.38,0.33,0.31,0.41
2002-01-15,0.25,0.28,0.30,0.30,0.33,0.35,0.36,0.38,0.39,0.27,0.34,0.37,0.40,0.32,0.28,0.33,0.28,0.29,0.34,0.38,0.33,0.31,0.41
2002-01-16,0.25,0.28,0.30,0.30,0.33,0.35,0.36,0.38,0.39,0.27,0.34,0.37,0.40,0.32,0.28,0.33,0.28,0.29,0.34,0.38,0.33,0.31,0.41
2002-01-17,0.25,0.28,0.30,0.30,0.33,0.35,0.36,0.38,0.39,0.27,0.35,0.37,0.40,0.32,0.28,0.33,0.28,0.29,0.34,0.38,0.33,0.31,0.41
2002-01-18,0.25,0.28,0.30,0.30,0.33,0.35,0.36,0.38,0.39,0.27,0.35,0.37,0.40,0.32,0.28,0.33,0.28,0.29,0.34,0.38,0.33,0.31,0.41
2002-01-19,0.25,0.28,0.30,0.30,0.33,0.35,0.36,0.38,0.39,0.27,0.35,0.37,0.40,0.32,0.28,0.33,0.28,0.29,0.34,0.38,0.33,0.31,0.41
2002-01-20,0.25,0.28,0.30,0.30,0.33,0.35,0.36,0.38,0.39,0.27,0.35,0.37,0.40,0.32,0.28,0.33,0.28,0.29,0.34,0.38,0.33,0.31,0.41
2002-01-21,0.25,0.28,0.30,0.30,0.33,0.35,0.36,0.38,0.39,0.27,0.35,0.37,0.40,0.32,0.28,0.33,0.28,0.29,0.34,0.38,0.33,0.31,0.41
2002-01-22,0.25,0.28,0.30,0.30,0.33,0.35,0.36,0.38,0.39,0.27,0.35,0.37,0.40,0.32,0.28,0.33,0.28,0.29,0.34,0.38,0.33,0.31,0.41
2002-01-23,0.25,0.28,0.30,0.30,0.33,0.35,0.37,0.38,0.39,0.27,0.35,0.37,0.40,0.32,0.28,0.33,0.28,0.29,0.34,0.38,0.33,0.31,0.41
2002-01-24,0.25,0.28,0.30,0.30,0.33,0.35,0.37,0.38,0.39,0.27,0.35,0.37,0.40,0.32,0.28,0.33,0.28,0.29,0.34,0.38,0.34,0.31,0.41
2002-01-25,0.26,0.28,0.30,0.30,0.33,0.35,0.37,0.38,0.39,0.27,0.35,0.37,0.41,0.32,0.28,0.33,0.28,0.29,0.35,0.39,0.34,0.31,0.41
2002-01-26,0.26,0.28,0.30,0.30,0.33,0.35,0.37,0.38,0.39,0.27,0.35,0.37,0.41,0.32,0.28,0.33,0.28,0.29,0.35,0.39,0.34,0.31,0.41
2002-01-27,0.26,0.28,0.30,0.30,0.33,0.35,0.37,0.38,0.39,0.28,0.35,0.37,0.41,0.32,0.28,0.33,0.29,0.29,0.35,0.39,0.34,0.31,0.41
2002-01-28,0.26,0.28,0.30,0.30,0.33,0.35,0.37,0.38,0.39,0.28,0.35,0.37,0.41,0.32,0.29,0.33,0.29,0.29,0.35,0.39,0.34,0.31,0.41
2002-01-29,0.26,0.28,0.30,0.30,0.33,0.35,0.37,0.38,0.39,0.28,0.35,0.37,0.41,0.32,0.29,0.33,0.29,0.29,0.35,0.39,0.34,0.31,0.42
2002-01-30,0.26,0.28,0.30,0.30,0.33,0.35,0.37,0.38,0.39,0.28,0.35,0.37,0.41,0.32,0.29,0.33,0.29,0.29,0.35,0.39,0.34,0.31,0.42
2002-01-31,0.26,0.28,0.30,0.30,0.33,0.35,0.37,0.38,0.39,0.28,0.35,0.37,0.41,0.32,0.29,0.33,0.29,0.29,0.35,0.39,0.34,0.31,0.42
2002-02-01,0.26,0.28,0.30,0.30,0.33,0.35,0.37,0.38,0.39,0.28,0.35,0.37,0.41,0.32,0.29,0.33,0.29,0.29,0.35,0.39,0.34,0.31,0.42
2002-02-02,0.26,0.28,0.30,0.30,0.33,0.35,0.37,0.38,0.39,0.28,0.35,0.37,0.41,0.32,0.29,0.33,0.29,0.29,0.35,0.39,0.34,0.31,0.42
2002-02-03,0.26,0.28,0.30,0.30,0.34,0.35,0.37,0.38,0.40,0.28,0.35,0.37,0.41,0.32,0.29,0.34,0.29,0.29,0.35,0.40,0.34,0.31,0.42
2002-02-04,0.26,0.29,0.31,0.30,0.34,0.36,0.38,0.39,0.41,0.28,0.36,0.38,0.42,0.33,0.29,0.34,0.29,0.29,0.36,0.40,0.35,0.32,0.43
2002-02-05,0.26,0.29,0.31,0.30,0.34,0.36,0.38,0.39,0.41,0.28,0.36,0.38,0.42,0.33,0.29,0.34,0.29,0.30,0.36,0.41,0.35,0.32,0.43
2002-02-06,0.26,0.29,0.31,0.30,0.34,0.36,0.38,0.39,0.41,0.28,0.36,0.38,0.42,0.33,0.29,0.34,0.29,0.30,0.36,0.41,0.35,0.32,0.43
2002-02-07,0.26,0.29,0.31,0.30,0.34,0.36,0.38,0.39,0.41,0.28,0.36,0.38,0.42,0.33,0.29,0.34,0.29,0.30,0.36,0.41,0.35,0.32,0.43
2002-02-08,0.26,0.29,0.31,0.30,0.34,0.36,0.38,0.39,0.41,0.28,0.36,0.38,0.42,0.33,0.29,0.34,0.29,0.30,0.36,0.41,0.35,0.32,0.43
2002-02-09,0.26,0.29,0.31,0.30,0.34,0.36,0.38,0.39,0.41,0.28,0.36,0.38,0.42,0.33,0.29,0.34,0.29,0.30,0.36,0.41,0.35,0.32,0.43
2002-02-10,0.26,0.29,0.31,0.31,0.34,0.36,0.38,0.39,0.41,0.28,0.36,0.39,0.43,0.33,0.29,0.34,0.29,0.30,0.37,0.41,0.35,0.32,0.43
2002-02-11,0.26,0.29,0.31,0.31,0.35,0.37,0.38,0.40,0.41,0.28,0.37,0.39,0.43,0.34,0.29,0.35,0.29,0.30,0.37,0.41,0.36,0.32,0.44
2002-02-12,0.26,0.29,0.32,0.31,0.35,0.37,0.39,0.40,0.42,0.28,0.37,0.39,0.44,0.34,0.29,0.35,0.29,0.30,0.37,0.42,0.36,0.32,0.45
2002-02-13,0.26,0.30,0.32,0.31,0.35,0.37,0.39,0.41,0.43,0.29,0.37,0.40,0.45,0.34,0.30,0.36,0.30,0.30,0.38,0.42,0.36,0.33,0.45
2002-02-14,0.26,0.30,0.32,0.32,0.36,0.38,0.40,0.41,0.43,0.29,0.38,0.41,0.45,0.35,0.30,0.36,0.30,0.30,0.38,0.43,0.37,0.33,0.46
2002-02-15,0.26,0.30,0.33,0.32,0.36,0.38,0.40,0.42,0.43,0.29,0.38,0.41,0.45,0.35,0.30,0.36,0.30,0.30,0.38,0.43,0.37,0.33,0.46
2002-02-16,0.26,0.30,0.33,0.32,0.36,0.38,0.40,0.42,0.44,0.29,0.38,0.41,0.46,0.35,0.30,0.36,0.30,0.31,0.39,0.43,0.37,0.33,0.46
2002-02-17,0.26,0.30,0.33,0.32,0.36,0.38,0.41,0.42,0.44,0.29,0.39,0.41,0.46,0.35,0.30,0.37,0.30,0.31,0.39,0.44,0.37,0.33,0.47
2002-02-18,0.27,0.31,0.33,0.33,0.37,0.39,0.42,0.43,0.45,0.29,0.39,0.42,0.47,0.36,0.30,0.37,0.30,0.31,0.40,0.45,0.38,0.34,0.48
2002-02-19,0.27,0.31,0.34,0.33,0.37,0.40,0.42,0.44,0.46,0.29,0.40,0.43,0.48,0.36,0.30,0.38,0.31,0.31,0.40,0.46,0.38,0.34,0.49
2002-02-20,0.27,0.31,0.34,0.33,0.37,0.40,0.43,0.44,0.47,0.30,0.40,0.43,0.49,0.37,0.31,0.38,0.31,0.31,0.41,0.46,0.39,0.34,0.49
2002-02-21,0.27,0.32,0.35,0.34,0.38,0.41,0.43,0.45,0.48,0.30,0.41,0.44,0.50,0.37,0.31,0.39,0.31,0.32,0.42,0.47,0.39,0.35,0.50
2002-02-22,0.27,0.32,0.35,0.34,0.38,0.41,0.44,0.46,0.48,0.30,0.41,0.45,0.50,0.38,0.31,0.39,0.31,0.32,0.42,0.48,0.40,0.35,0.51
2002-02-23,0.27,0.32,0.35,0.34,0.38,0.41,0.44,0.46,0.48,0.30,0.41,0.45,0.50,0.38,0.31,0.39,0.31,0.32,0.42,0.48,0.40,0.35,0.51
2002-02-24,0.27,0.32,0.35,0.34,0.38,0.41,0.44,0.46,0.48,0.30,0.41,0.45,0.50,0.38,0.31,0.39,0.31,0.32,0.42,0.48,0.40,0.35,0.51
2002-02-25,0.27,0.32,0.35,0.34,0.38,0.41,0.44,0.46,0.48,0.30,0.41,0.45,0.50,0.38,0.31,0.39,0.31,0.32,0.42,0.48,0.40,0.35,0.51
2002-02-26,0.27,0.32,0.35,0.34,0.38,0.41,0.44,0.46,0.48,0.30,0.41,0.45,0.50,0.38,0.31,0.39,0.31,0.32,0.42,0.48,0.40,0.35,0.51
2002-02-27,0.27,0.32,0.35,0.34,0.38,0.41,0.44,0.46,0.48,0.30,0.41,0.45,0.50,0.38,0.31,0.39,0.31,0.32,0.42,0.48,0.40,0.35,0.51
2002-02-28,0.27,0.32,0.35,0.34,0.38,0.41,0.44,0.46,0.48,0.30,0.41,0.45,0.50,0.38,0.31,0.39,0.31,0.32,0.42,0.48,0.40,0.35,0.51
2002-03-01,0.27,0.32,0.35,0.34,0.38,0.41,0.44,0.46,0.48,0.30,0.41,0.45,0.50,0.38,0.31,0.39,0.31,0.32,0.42,0.48,0.40,0.35,0.51
2002-03-02,0.27,0.32,0.35,0.34,0.38,0.41,0.44,0.46,0.48,0.30,0.41,0.45,0.50,0.38,0.31,0.39,0.31,0.32,0.42,0.48,0.40,0.35,0.51
2002-03-03,0.27,0.32,0.35,0.34,0.38,0.41,0.44,0.46,0.48,0.30,0.41,0.45,0.50,0.38,0.31,0.39,0.31,0.32,0.42,0.48,0.40,0.35,0.51
2002-03-04,0.27,0.32,0.35,0.34,0.38,0.41,0.44,0.46,0.48,0.30,0.41,0.45,0.50,0.38,0.31,0.39,0.31,0.32,0.42,0.48,0.40,0.35,0.51
2002-03-05,0.27,0.32,0.35,0.34,0.38,0.41,0.44,0.46,0.48,0.30,0.41,0.45,0.50,0.38,0.31,0.39,0.31,0.32,0.42,0.48,0.40,0.35,0.51
2002-03-06,0.27,0.32,0.35,0.34,0.38,0.41,0.44,0.46,0.48,0.30,0.41,0.45,0.50,0.38,0.31,0.39,0.31,0.32,0.42,0.48,0.40,0.35,0.51
2002-03-07,0.27,0.32,0.35,0.34,0.38,0.41,0.44,0.46,0.48,0.30,0.41,0.45,0.50,0.38,0.31,0.39,0.31,0.32,0.42,0.48,0.40,0.35,0.51
2002-03-08,0.27,0.32,0.35,0.34,0.38,0.41,0.44,0.46,0.48,0.30,0.41,0.45,0.50,0.38,0.31,0.39,0.31,0.32,0.42,0.48,0.40,0.35,0.51
2002-03-09,0.27,0.32,0.35,0.34,0.38,0.41,0.44,0.46,0.48,0.30,0.41,0.45,0.50,0.38,0.31,0.39,0.31,0.32,0.42,0.48,0.40,0.35,0.51
2002-03-10,0.25,0.31,0.35,0.34,0.38,0.41,0.44,0.46,0.48,0.30,0.42,0.45,0.51,0.38,0.31,0.39,0.31,0.32,0.42,0.48,0.40,0.35,0.52
2002-03-11,0.25,0.25,0.34,0.34,0.39,0.42,0.45,0.47,0.49,0.30,0.42,0.46,0.51,0.39,0.31,0.40,0.31,0.32,0.43,0.49,0.41,0.36,0.53
2002-03-12,0.25,0.25,0.33,0.35,0.39,0.42,0.45,0.47,0.50,0.30,0.42,0.46,0.52,0.39,0.31,0.40,0.32,0.32,0.43,0.49,0.41,0.36,0.53
2002-03-13,0.25,0.25,0.32,0.35,0.40,0.43,0.46,0.48,0.50,0.31,0.43,0.47,0.53,0.39,0.32,0.41,0.32,0.33,0.44,0.50,0.42,0.36,0.54
2002-03-14,0.25,0.26,0.33,0.35,0.40,0.43,0.46,0.48,0.51,0.31,0.44,0.47,0.54,0.40,0.32,0.41,0.32,0.33,0.44,0.50,0.42,0.37,0.55
2002-03-15,0.25,0.26,0.33,0.36,0.40,0.44,0.47,0.49,0.51,0.31,0.44,0.48,0.54,0.40,0.32,0.42,0.32,0.33,0.45,0.51,0.43,0.37,0.56
2002-03-16,0.25,0.26,0.33,0.36,0.40,0.44,0.47,0.49,0.52,0.31,0.44,0.48,0.55,0.40,0.32,0.42,0.32,0.33,0.45,0.51,0.43,0.37,0.56
2002-03-17,0.25,0.26,0.33,0.36,0.41,0.44,0.47,0.49,0.52,0.31,0.44,0.48,0.55,0.40,0.32,0.42,0.32,0.33,0.45,0.51,0.43,0.37,0.57
2002-03-18,0.25,0.26,0.33,0.36,0.41,0.44,0.47,0.50,0.52,0.31,0.45,0.49,0.56,0.41,0.32,0.42,0.32,0.33,0.45,0.52,0.43,0.37,0.57
2002-03-19,0.25,0.26,0.34,0.36,0.41,0.44,0.47,0.50,0.53,0.31,0.45,0.49,0.56,0.41,0.32,0.42,0.32,0.33,0.46,0.52,0.43,0.37,0.58
2002-03-20,0.25,0.26,0.34,0.36,0.41,0.45,0.48,0.50,0.53,0.31,0.45,0.49,0.56,0.41,0.32,0.42,0.32,0.33,0.46,0.52,0.44,0.38,0.58
2002-03-21,0.25,0.26,0.34,0.36,0.41,0.45,0.48,0.50,0.53,0.31,0.45,0.49,0.56,0.41,0.32,0.43,0.33,0.33,0.46,0.52,0.44,0.38,0.58
2002-03-22,0.25,0.27,0.34,0.37,0.41,0.45,0.48,0.50,0.53,0.31,0.45,0.49,0.57,0.41,0.32,0.43,0.33,0.34,0.46,0.53,0.44,0.38,0.58
2002-03-23,0.25,0.27,0.34,0.37,0.41,0.45,0.48,0.50,0.53,0.32,0.45,0.49,0.57,0.41,0.32,0.43,0.33,0.34,0.46,0.53,0.44,0.38,0.59
2002-03-24,0.25,0.27,0.34,0.37,0.41,0.45,0.48,0.51,0.53,0.32,0.45,0.50,0.57,0.42,0.32,0.43,0.33,0.34,0.46,0.53,0.44,0.38,0.59
2002-03-25,0.25,0.26,0.34,0.37,0.42,0.45,0.48,0.51,0.54,0.32,0.46,0.50,0.57,0.42,0.32,0.43,0.33,0.34,0.46,0.53,0.44,0.38,0.59
2002-03-26,0.25,0.25,0.32,0.37,0.42,0.45,0.49,0.51,0.54,0.32,0.46,0.50,0.58,0.42,0.33,0.43,0.33,0.34,0.46,0.53,0.44,0.38,0.59
2002-03-27,0.25,0.25,0.25,0.37,0.42,0.46,0.49,0.52,0.54,0.25,0.46,0.50,0.58,0.42,0.33,0.44,0.33,0.34,0.47,0.54,0.45,0.38,0.60
2002-03-28,0.25,0.25,0.25,0.38,0.42,0.46,0.50,0.52,0.55,0.25,0.47,0.51,0.59,0.43,0.33,0.44,0.33,0.34,0.47,0.54,0.45,0.39,0.61
2002-03-29,0.25,0.25,0.25,0.38,0.43,0.46,0.50,0.52,0.56,0.25,0.47,0.51,0.59,0.43,0.33,0.44,0.33,0.34,0.48,0.54,0.46,0.39,0.61
2002-03-30,0.25,0.25,0.25,0.38,0.43,0.47,0.50,0.53,0.56,0.25,0.47,0.52,0.60,0.43,0.33,0.44,0.33,0.34,0.48,0.55,0.46,0.39,0.62
2002-03-31,0.25,0.25,0.25,0.38,0.43,0.47,0.50,0.53,0.56,0.25,0.47,0.52,0.60,0.43,0.33,0.44,0.33,0.34,0.48,0.55,0.46,0.39,0.62
2002-04-01,0.25,0.25,0.25,0.38,0.43,0.47,0.51,0.53,0.57,0.25,0.48,0.52,0.61,0.43,0.33,0.45,0.33,0.34,0.48,0.55,0.46,0.39,0.63
2002-04-02,0.25,0.25,0.25,0.39,0.44,0.48,0.51,0.54,0.57,0.25,0.48,0.53,0.61,0.44,0.33,0.46,0.34,0.35,0.49,0.56,0.47,0.40,0.64
2002-04-03,0.25,0.25,0.26,0.39,0.44,0.48,0.52,0.55,0.58,0.25,0.49,0.54,0.62,0.44,0.34,0.46,0.34,0.35,0.50,0.57,0.47,0.40,0.64
2002-04-04,0.25,0.26,0.26,0.39,0.44,0.48,0.52,0.55,0.58,0.26,0.49,0.54,0.62,0.45,0.34,0.46,0.34,0.35,0.50,0.57,0.47,0.40,0.65
2002-04-05,0.25,0.26,0.26,0.39,0.44,0.48,0.52,0.55,0.58,0.26,0.49,0.54,0.62,0.45,0.34,0.46,0.34,0.35,0.50,0.57,0.47,0.40,0.65
2002-04-06,0.25,0.26,0.26,0.39,0.44,0.48,0.52,0.55,0.58,0.26,0.49,0.54,0.62,0.45,0.34,0.46,0.34,0.35,0.50,0.57,0.47,0.40,0.65
2002-04-07,0.25,0.26,0.26,0.39,0.44,0.48,0.52,0.55,0.58,0.26,0.49,0.54,0.62,0.45,0.34,0.46,0.34,0.35,0.50,0.57,0.47,0.40,0.65
2002-04-08,0.25,0.26,0.26,0.39,0.44,0.48,0.52,0.55,0.58,0.26,0.49,0.54,0.62,0.45,0.34,0.46,0.34,0.35,0.50,0.57,0.47,0.40,0.65
2002-04-09,0.25,0.25,0.26,0.39,0.44,0.48,0.52,0.55,0.58,0.26,0.49,0.54,0.62,0.45,0.34,0.46,0.34,0.35,0.50,0.57,0.48,0.40,0.65
2002-04-10,0.25,0.25,0.25,0.37,0.44,0.48,0.52,0.55,0.58,0.25,0.49,0.54,0.63,0.44,0.34,0.46,0.34,0.35,0.50,0.57,0.48,0.40,0.65
2002-04-11,0.25,0.25,0.25,0.25,0.45,0.49,0.52,0.55,0.59,0.25,0.49,0.54,0.63,0.36,0.34,0.41,0.34,0.35,0.50,0.58,0.48,0.40,0.65
2002-04-12,0.25,0.25,0.25,0.25,0.45,0.49,0.53,0.56,0.60,0.25,0.48,0.55,0.63,0.25,0.25,0.25,0.34,0.35,0.50,0.58,0.47,0.41,0.65
2002-04-13,0.25,0.25,0.25,0.25,0.45,0.50,0.54,0.57,0.60,0.25,0.48,0.55,0.64,0.25,0.25,0.25,0.34,0.35,0.51,0.58,0.47,0.41,0.66
2002-04-14,0.25,0.25,0.25,0.25,0.46,0.50,0.54,0.57,0.60,0.25,0.48,0.55,0.64,0.25,0.25,0.25,0.34,0.35,0.51,0.58,0.47,0.41,0.66
2002-04-15,0.25,0.25,0.25,0.25,0.46,0.50,0.54,0.57,0.61,0.25,0.48,0.55,0.64,0.25,0.25,0.25,0.34,0.35,0.51,0.58,0.47,0.41,0.66
2002-04-16,0.25,0.25,0.25,0.25,0.46,0.50,0.54,0.57,0.61,0.25,0.49,0.55,0.64,0.25,0.25,0.25,0.34,0.35,0.51,0.58,0.47,0.41,0.66
2002-04-17,0.25,0.25,0.25,0.26,0.46,0.50,0.54,0.57,0.61,0.25,0.49,0.55,0.64,0.25,0.25,0.25,0.34,0.35,0.51,0.58,0.47,0.41,0.66
2002-04-18,0.25,0.25,0.25,0.26,0.46,0.50,0.54,0.57,0.61,0.25,0.49,0.55,0.64,0.25,0.25,0.25,0.34,0.35,0.51,0.59,0.47,0.41,0.66
2002-04-19,0.25,0.25,0.25,0.26,0.46,0.50,0.54,0.57,0.61,0.25,0.49,0.55,0.64,0.25,0.25,0.25,0.34,0.35,0.51,0.59,0.47,0.41,0.66
2002-04-20,0.25,0.25,0.25,0.25,0.46,0.50,0.54,0.57,0.61,0.25,0.49,0.55,0.64,0.25,0.25,0.25,0.34,0.35,0.51,0.59,0.47,0.41,0.66
2002-04-21,0.25,0.25,0.25,0.25,0.46,0.50,0.54,0.57,0.61,0.25,0.49,0.55,0.64,0.25,0.25,0.25,0.34,0.35,0.51,0.59,0.47,0.41,0.66
2002-04-22,0.25,0.25,0.25,0.25,0.46,0.50,0.54,0.57,0.61,0.25,0.49,0.55,0.65,0.25,0.25,0.25,0.34,0.35,0.51,0.59,0.47,0.41,0.66
2002-04-23,0.25,0.25,0.25,0.25,0.46,0.51,0.55,0.58,0.61,0.25,0.49,0.56,0.65,0.25,0.25,0.25,0.34,0.36,0.51,0.59,0.47,0.41,0.67
2002-04-24,0.25,0.25,0.25,0.25,0.47,0.52,0.56,0.59,0.63,0.25,0.49,0.56,0.66,0.25,0.25,0.25,0.35,0.36,0.52,0.59,0.48,0.41,0.67
2002-04-25,0.25,0.25,0.25,0.26,0.48,0.53,0.58,0.61,0.65,0.25,0.51,0.58,0.68,0.25,0.26,0.26,0.35,0.36,0.53,0.61,0.49,0.42,0.69
2002-04-26,0.25,0.25,0.25,0.27,0.50,0.55,0.60,0.63,0.67,0.25,0.52,0.60,0.70,0.26,0.26,0.26,0.36,0.37,0.55,0.63,0.50,0.43,0.71
2002-04-27,0.25,0.25,0.25,0.27,0.51,0.56,0.61,0.65,0.69,0.25,0.53,0.61,0.72,0.26,0.27,0.27,0.36,0.38,0.56,0.65,0.51,0.43,0.73
2002-04-28,0.25,0.25,0.26,0.28,0.51,0.57,0.62,0.66,0.70,0.25,0.54,0.62,0.73,0.27,0.27,0.28,0.36,0.38,0.57,0.66,0.52,0.44,0.73
2002-04-29,0.25,0.25,0.25,0.25,0.51,0.57,0.62,0.66,0.70,0.25,0.54,0.62,0.73,0.26,0.27,0.28,0.37,0.38,0.57,0.66,0.52,0.44,0.74
2002-04-30,0.25,0.25,0.25,0.25,0.52,0.57,0.62,0.66,0.71,0.25,0.54,0.62,0.73,0.25,0.25,0.25,0.37,0.38,0.57,0.67,0.52,0.44,0.74
2002-05-01,0.25,0.25,0.25,0.25,0.52,0.58,0.63,0.67,0.72,0.25,0.55,0.63,0.74,0.25,0.25,0.25,0.37,0.38,0.58,0.67,0.52,0.44,0.74
2002-05-02,0.25,0.25,0.25,0.25,0.53,0.59,0.64,0.68,0.73,0.25,0.55,0.64,0.75,0.25,0.25,0.25,0.37,0.39,0.58,0.68,0.53,0.44,0.75
2002-05-03,0.25,0.25,0.25,0.25,0.53,0.59,0.65,0.69,0.74,0.25,0.56,0.64,0.75,0.25,0.25,0.25,0.37,0.39,0.59,0.68,0.53,0.45,0.75
2002-05-04,0.25,0.25,0.25,0.25,0.53,0.60,0.65,0.69,0.74,0.25,0.56,0.64,0.75,0.25,0.25,0.25,0.37,0.39,0.59,0.68,0.53,0.45,0.75
2002-05-05,0.25,0.25,0.25,0.25,0.53,0.60,0.65,0.69,0.74,0.25,0.56,0.64,0.75,0.25,0.25,0.25,0.37,0.39,0.59,0.68,0.53,0.45,0.75
2002-05-06,0.25,0.25,0.25,0.25,0.53,0.60,0.65,0.69,0.74,0.25,0.56,0.64,0.75,0.25,0.25,0.25,0.37,0.39,0.59,0.68,0.53,0.45,0.75
2002-05-07,0.25,0.25,0.25,0.25,0.53,0.60,0.65,0.69,0.74,0.25,0.56,0.64,0.75,0.25,0.25,0.25,0.37,0.39,0.59,0.68,0.53,0.45,0.75
2002-05-08,0.25,0.25,0.25,0.25,0.54,0.60,0.65,0.69,0.74,0.25,0.56,0.64,0.75,0.25,0.25,0.25,0.37,0.39,0.59,0.68,0.53,0.45,0.75
2002-05-09,0.25,0.25,0.25,0.25,0.54,0.60,0.65,0.69,0.74,0.25,0.56,0.64,0.76,0.25,0.25,0.25,0.37,0.39,0.59,0.69,0.53,0.45,0.76
2002-05-10,0.25,0.25,0.25,0.25,0.54,0.60,0.65,0.69,0.74,0.25,0.56,0.64,0.76,0.25,0.25,0.25,0.37,0.39,0.59,0.69,0.53,0.45,0.76
2002-05-11,0.25,0.25,0.25,0.25,0.54,0.60,0.65,0.69,0.74,0.25,0.56,0.64,0.76,0.25,0.25,0.25,0.37,0.39,0.59,0.69,0.53,0.45,0.76
2002-05-12,0.25,0.25,0.25,0.25,0.54,0.60,0.65,0.69,0.74,0.25,0.56,0.64,0.76,0.25,0.25,0.25,0.37,0.39,0.59,0.69,0.53,0.45,0.76
2002-05-13,0.25,0.25,0.25,0.25,0.54,0.60,0.65,0.69,0.74,0.25,0.56,0.64,0.76,0.25,0.25,0.25,0.37,0.39,0.59,0.69,0.53,0.45,0.76
2002-05-14,0.25,0.25,0.25,0.25,0.54,0.60,0.65,0.69,0.74,0.25,0.56,0.64,0.76,0.25,0.25,0.25,0.37,0.39,0.59,0.69,0.53,0.45,0.76
2002-05-15,0.25,0.25,0.25,0.25,0.54,0.60,0.65,0.69,0.74,0.25,0.56,0.64,0.76,0.25,0.25,0.25,0.37,0.39,0.59,0.69,0.53,0.45,0.76
2002-05-16,0.25,0.25,0.25,0.25,0.52,0.60,0.65,0.69,0.74,0.25,0.55,0.64,0.76,0.25,0.25,0.25,0.37,0.39,0.59,0.69,0.53,0.45,0.76
2002-05-17,0.25,0.25,0.25,0.25,0.49,0.60,0.65,0.69,0.74,0.25,0.54,0.64,0.76,0.25,0.25,0.25,0.37,0.39,0.59,0.69,0.53,0.45,0.76
2002-05-18,0.25,0.25,0.25,0.25,0.49,0.60,0.65,0.70,0.74,0.25,0.54,0.64,0.76,0.25,0.25,0.25,0.37,0.39,0.59,0.69,0.53,0.45,0.76
2002-05-19,0.25,0.25,0.25,0.25,0.50,0.61,0.66,0.70,0.75,0.25,0.55,0.65,0.76,0.25,0.25,0.25,0.38,0.39,0.60,0.70,0.54,0.45,0.76
2002-05-20,0.25,0.25,0.25,0.25,0.50,0.61,0.66,0.71,0.75,0.25,0.55,0.65,0.77,0.25,0.25,0.25,0.38,0.39,0.60,0.70,0.54,0.45,0.77
